hiLocus	iLocus	Species	Protein
HILC-161	Amh3ILC-09891	Amh3	XP_026298474.1
HILC-162	Am32ILC-03231	Am32	GB54230-PA
HILC-162	AmelILC-10462	Amel	XP_006564547.1
HILC-162	Amh3ILC-10328	Amh3	XP_006564547.1
HILC-163	Am32ILC-16718	Am32	GB46270-PA
HILC-163	AmelILC-07446	Amel	XP_395735.4
HILC-163	Amh3ILC-07242	Amh3	XP_006559220.1
HILC-164	Am32ILC-03760	Am32	GB48795-PA
HILC-164	AmelILC-10897	Amel	XP_006569230.1
HILC-164	Amh3ILC-10745	Amh3	XP_006569230.2
HILC-165	Am32ILC-11925	Am32	GB53701-PA
HILC-165	AmelILC-03695	Amel	XP_006563981.1
HILC-165	Amh3ILC-03674	Amh3	XP_016766957.2
HILC-166	Am32ILC-08125	Am32	GB49491-PA
HILC-166	AmelILC-14590	Amel	XP_006560739.1
HILC-166	Amh3ILC-14529	Amh3	XP_006560739.1
HILC-167	Am32ILC-10216	Am32	GB49767-PA
HILC-167	AmelILC-02786	Amel	XP_016766187.1
HILC-167	Amh3ILC-02680	Amh3	XP_026302210.1
HILC-168	Am32ILC-21183	Am32	GB52563-PA
HILC-168	AmelILC-17044	Amel	XP_016773027.1
HILC-168	Amh3ILC-12800	Amh3	XP_026300357.1
HILC-169	Am32ILC-10508	Am32	GB55417-PA
HILC-169	AmelILC-03000	Amel	XP_003251283.2
HILC-169	Amh3ILC-02875	Amh3	XP_003251283.3
HILC-170	Am32ILC-10848	Am32	GB43462-PA
HILC-170	AmelILC-02285	Amel	XP_006559152.1
HILC-170	Amh3ILC-02225	Amh3	XP_006559152.2
HILC-171	Am32ILC-17699	Am32	GB40567-PA
HILC-171	AmelILC-08479	Amel	XP_006559739.1
HILC-171	Amh3ILC-08333	Amh3	XP_026298017.1
HILC-172	Am32ILC-15636	Am32	GB45348-PA
HILC-172	AmelILC-07157	Amel	NP_001177977.2
HILC-172	Amh3ILC-06991	Amh3	XP_026296898.1
HILC-173	Am32ILC-17738	Am32	GB54538-PA
HILC-173	AmelILC-08503	Amel	XP_006561502.1
HILC-173	Amh3ILC-08374	Amh3	XP_026297859.1
HILC-174	Am32ILC-17718	Am32	GB54530-PA
HILC-174	AmelILC-08492	Amel	XP_394718.3
HILC-174	Amh3ILC-08365	Amh3	XP_394718.3
HILC-175	Am32ILC-12967	Am32	GB43798-PA
HILC-175	AmelILC-04516	Amel	XP_006562401.1
HILC-175	Amh3ILC-04495	Amh3	XP_016767366.2
HILC-176	Am32ILC-13767	Am32	GB47829-PA
HILC-176	AmelILC-05904	Amel	XP_016767802.1
HILC-176	Amh3ILC-05850	Amh3	XP_392874.5
HILC-177	Am32ILC-17161	Am32	GB51734-PA
HILC-177	AmelILC-09160	Amel	XP_016769132.1
HILC-177	Amh3ILC-08963	Amh3	XP_006569831.1
HILC-178	Am32ILC-14534	Am32	GB51185-PA
HILC-178	AmelILC-06160	Amel	XP_006557585.2
HILC-178	Amh3ILC-06205	Amh3	XP_026297166.1
HILC-179	Am32ILC-18026	Am32	GB41803-PA
HILC-179	AmelILC-08814	Amel	XP_006564625.1
HILC-179	Amh3ILC-08628	Amh3	XP_016768939.1
HILC-180	Am32ILC-09350	Am32	GB51348-PA
HILC-180	AmelILC-15488	Amel	XP_006559454.1
HILC-180	Amh3ILC-15319	Amh3	XP_006559452.1
HILC-181	Am32ILC-03732	Am32	GB48789-PA
HILC-181	AmelILC-10916	Amel	XP_393661.3
HILC-181	Amh3ILC-10763	Amh3	XP_393661.3
HILC-182	Am32ILC-13487	Am32	GB44595-PA
HILC-182	AmelILC-05633	Amel	XP_016767546.1
HILC-182	Amh3ILC-05772	Amh3	XP_016767546.1
HILC-183	Am32ILC-06056	Am32	GB47118-PA
HILC-183	AmelILC-12255	Amel	XP_006558169.1
HILC-183	Amh3ILC-12121	Amh3	XP_006558167.2
HILC-184	Am32ILC-18230	Am32	GB42737-PA
HILC-184	AmelILC-09428	Amel	XP_016769532.1
HILC-184	Amh3ILC-09333	Amh3	XP_026298740.1
HILC-185	Am32ILC-08828	Am32	GB49933-PA
HILC-185	AmelILC-15203	Amel	XP_016772312.1
HILC-185	Amh3ILC-15100	Amh3	XP_016772312.2
HILC-186	Am32ILC-10628	Am32	GB55641-PA
HILC-186	AmelILC-02899	Amel	XP_006569055.1
HILC-186	Amh3ILC-02777	Amh3	XP_026302186.1
HILC-187	Am32ILC-07914	Am32	GB43562-PA
HILC-187	AmelILC-13762	Amel	XP_016771486.1
HILC-187	Amh3ILC-13661	Amh3	XP_026300955.1
HILC-188	Am32ILC-02252	Am32	GB55020-PA
HILC-188	AmelILC-01843	Amel	XP_006571671.1
HILC-188	Amh3ILC-01690	Amh3	XP_006571671.1
HILC-189	Am32ILC-09614	Am32	GB45968-PA
HILC-189	AmelILC-15710	Amel	XP_392097.4
HILC-189	Amh3ILC-15605	Amh3	XP_392097.5
HILC-190	Am32ILC-01882	Am32	GB51596-PA
HILC-190	AmelILC-01675	Amel	XP_006571384.1
HILC-190	Amh3ILC-01654	Amh3	XP_006571384.2
HILC-191	Am32ILC-16288	Am32	GB42496-PA
HILC-191	AmelILC-07780	Amel	XP_016768554.1
HILC-191	Amh3ILC-07718	Amh3	XP_026297512.1
HILC-192	Am32ILC-13223	Am32	GB42031-PA
HILC-192	AmelILC-05416	Amel	XP_016767701.1
HILC-192	Amh3ILC-05425	Amh3	XP_026296755.1
HILC-193	Am32ILC-04893	Am32	GB43158-PA
HILC-193	AmelILC-12227	Amel	XP_395387.5
HILC-193	Amh3ILC-11968	Amh3	XP_395387.5
HILC-194	Am32ILC-01888	Am32	GB51589-PA
HILC-194	AmelILC-01680	Amel	XP_003251725.1
HILC-194	Amh3ILC-01649	Amh3	XP_003251725.1
HILC-195	Am32ILC-07589	Am32	GB41722-PA
HILC-195	AmelILC-14264	Amel	XP_016771541.1
HILC-195	Amh3ILC-14141	Amh3	XP_016771541.2
HILC-196	Am32ILC-16013	Am32	GB43304-PA
HILC-196	AmelILC-07646	Amel	XP_006562633.1
HILC-196	Amh3ILC-07554	Amh3	XP_006562633.1
HILC-197	Am32ILC-09329	Am32	GB51337-PA
HILC-197	AmelILC-15471	Amel	XP_001121716.2
HILC-197	Amh3ILC-15334	Amh3	XP_006559447.1
HILC-198	Am32ILC-13756	Am32	GB44709-PA
HILC-198	AmelILC-05856	Amel	XP_006567981.1
HILC-198	Amh3ILC-05554	Amh3	XP_624891.4
HILC-199	Am32ILC-01260	Am32	GB47449-PA
HILC-199	AmelILC-01407	Amel	XP_394949.3
HILC-199	Amh3ILC-01170	Amh3	XP_394949.4
HILC-200	Am32ILC-17305	Am32	GB51401-PA
HILC-200	AmelILC-08156	Amel	XP_006558719.1
HILC-200	Amh3ILC-08017	Amh3	XP_006558719.1
HILC-201	Am32ILC-10035	Am32	GB52472-PA
HILC-201	AmelILC-02626	Amel	XP_016766179.1
HILC-201	Amh3ILC-02555	Amh3	XP_016766179.1
HILC-202	Am32ILC-04895	Am32	GB43157-PA
HILC-202	AmelILC-12225	Amel	XP_016770364.1
HILC-202	Amh3ILC-11970	Amh3	XP_026299802.1
HILC-203	Am32ILC-00678	Am32	GB47680-PA
HILC-203	AmelILC-00137	Amel	XP_006558646.1
HILC-203	Amh3ILC-00124	Amh3	XP_006558646.1
HILC-204	Am32ILC-16342	Am32	GB44341-PA
HILC-204	AmelILC-07957	Amel	XP_016768730.1
HILC-204	Amh3ILC-07814	Amh3	XP_026297442.1
HILC-205	Am32ILC-08510	Am32	GB50065-PA
HILC-205	AmelILC-14916	Amel	XP_003250264.1
HILC-205	Amh3ILC-14828	Amh3	XP_003250264.2
HILC-206	Am32ILC-18218	Am32	GB42740-PA
HILC-206	AmelILC-09415	Amel	XP_016769485.1
HILC-206	Amh3ILC-09321	Amh3	XP_016769485.2
HILC-207	Am32ILC-07478	Am32	GB41681-PA
HILC-207	AmelILC-14176	Amel	XP_006565874.1
HILC-207	Amh3ILC-14232	Amh3	XP_026300767.1
HILC-208	Am32ILC-13256	Am32	GB42021-PA
HILC-208	AmelILC-05438	Amel	XP_016767650.1
HILC-208	Amh3ILC-05446	Amh3	XP_006564269.1
HILC-209	Am32ILC-15333	Am32	GB43407-PA
HILC-209	AmelILC-06893	Amel	XP_016768349.1
HILC-209	Amh3ILC-06785	Amh3	XP_016768349.2
HILC-210	Am32ILC-08819	Am32	GB50286-PA
HILC-210	AmelILC-15195	Amel	XP_016772128.1
HILC-210	Amh3ILC-15090	Amh3	XP_026301359.1
HILC-211	Am32ILC-06720	Am32	GB50690-PA
HILC-211	AmelILC-13120	Amel	XP_016771304.1
HILC-211	Amh3ILC-13071	Amh3	XP_026300567.1
HILC-212	Am32ILC-04690	Am32	GB45212-PA
HILC-212	AmelILC-11884	Amel	XP_001122591.3
HILC-212	Amh3ILC-11772	Amh3	XP_026299663.1
HILC-213	Am32ILC-18282	Am32	GB42716-PA
HILC-213	AmelILC-09480	Amel	XP_016769458.1
HILC-213	Amh3ILC-09382	Amh3	XP_026298486.1
HILC-214	Am32ILC-14653	Am32	GB52168-PA
HILC-214	AmelILC-06356	Amel	XP_006561302.1
HILC-214	Amh3ILC-06372	Amh3	XP_006561302.1
HILC-215	Am32ILC-18600	Am32	GB42892-PA
HILC-215	AmelILC-09745	Amel	XP_003249946.1
HILC-215	Amh3ILC-09658	Amh3	XP_003249946.2
HILC-216	Am32ILC-05605	Am32	GB40703-PA
HILC-216	AmelILC-12495	Amel	XP_006562323.1
HILC-216	Amh3ILC-12459	Amh3	XP_006562323.1
HILC-217	Am32ILC-24952	Am32	GB48203-PA
HILC-217	AmelILC-15814	Amel	XP_006571829.1
HILC-217	Amh3ILC-12869	Amh3	XP_006571829.1
HILC-218	Am32ILC-05078	Am32	GB43238-PA
HILC-218	AmelILC-12084	Amel	XP_006570541.1
HILC-218	Amh3ILC-12111	Amh3	XP_016770592.1
HILC-219	Am32ILC-13744	Am32	GB44703-PA
HILC-219	AmelILC-05845	Amel	XP_001121383.2
HILC-219	Amh3ILC-05565	Amh3	XP_001121383.2
HILC-220	Am32ILC-09613	Am32	GB45943-PA
HILC-220	AmelILC-15708	Amel	XP_006563187.1
HILC-220	Amh3ILC-15606	Amh3	XP_006563187.2
HILC-221	Am32ILC-19647	Am32	GB49428-PA
HILC-221	AmelILC-16689	Amel	XP_006572241.1
HILC-221	Amh3ILC-11243	Amh3	XP_016772912.1
HILC-222	Am32ILC-01296	Am32	GB47429-PA
HILC-222	AmelILC-01377	Amel	XP_016771284.1
HILC-222	Amh3ILC-01199	Amh3	XP_026296525.1
HILC-223	Am32ILC-12509	Am32	GB52993-PA
HILC-223	AmelILC-05002	Amel	XP_006569387.1
HILC-223	Amh3ILC-04972	Amh3	XP_006569380.2
HILC-224	Am32ILC-12809	Am32	GB49541-PA
HILC-224	AmelILC-04391	Amel	XP_006560648.1
HILC-224	Amh3ILC-04350	Amh3	XP_006560647.1
HILC-225	Am32ILC-09792	Am32	GB50819-PA
HILC-225	AmelILC-02392	Amel	XP_006561188.1
HILC-225	Amh3ILC-02320	Amh3	XP_006561188.2
HILC-226	Am32ILC-15459	Am32	GB42360-PA
HILC-226	AmelILC-06988	Amel	XP_006570727.1
HILC-226	Amh3ILC-06914	Amh3	XP_006570729.2
HILC-227	Am32ILC-04122	Am32	GB49844-PA
HILC-227	AmelILC-11381	Amel	XP_006563372.1
HILC-227	Amh3ILC-11304	Amh3	XP_006563372.2
HILC-228	Am32ILC-01562	Am32	GB51940-PA
HILC-228	AmelILC-01433	Amel	XP_006571085.1
HILC-228	Amh3ILC-01336	Amh3	XP_006571085.1
HILC-229	Am32ILC-14788	Am32	GB46016-PA
HILC-229	AmelILC-06478	Amel	XP_003250102.2
HILC-229	Amh3ILC-06735	Amh3	XP_003250102.3
HILC-230	Am32ILC-05877	Am32	GB52014-PA
HILC-230	AmelILC-12796	Amel	XP_391942.4
HILC-230	Amh3ILC-12726	Amh3	XP_391942.5
HILC-231	Am32ILC-12739	Am32	GB53073-PA
HILC-231	AmelILC-04307	Amel	XP_016767258.1
HILC-231	Amh3ILC-04203	Amh3	XP_016767258.1
HILC-232	Am32ILC-02336	Am32	GB53970-PA
HILC-232	AmelILC-02003	Amel	XP_016770882.1
HILC-232	Amh3ILC-01873	Amh3	XP_006571744.2
HILC-233	Am32ILC-00272	Am32	GB40859-PA
HILC-233	AmelILC-00605	Amel	XP_006563347.1
HILC-233	Amh3ILC-00429	Amh3	XP_026295289.1
HILC-234	Am32ILC-08989	Am32	GB51791-PA
HILC-234	AmelILC-14444	Amel	XP_016772250.1
HILC-234	Amh3ILC-14375	Amh3	XP_016772250.2
HILC-235	Am32ILC-10043	Am32	GB52417-PA
HILC-235	AmelILC-02632	Amel	XP_006565897.1
HILC-235	Amh3ILC-02549	Amh3	NP_001229912.1
HILC-236	Am32ILC-10715	Am32	GB54625-PA
HILC-236	AmelILC-02139	Amel	XP_016766360.1
HILC-236	Amh3ILC-02010	Amh3	XP_026294977.1
HILC-237	Am32ILC-04126	Am32	GB49845-PA
HILC-237	AmelILC-11385	Amel	XP_016770739.1
HILC-237	Amh3ILC-11308	Amh3	XP_026299521.1
HILC-238	Am32ILC-04357	Am32	GB45101-PA
HILC-238	AmelILC-11560	Amel	XP_016770586.1
HILC-238	Amh3ILC-11463	Amh3	XP_026299793.1
HILC-239	Am32ILC-09869	Am32	GB50856-PA
HILC-239	AmelILC-02453	Amel	XP_394362.2
HILC-239	Amh3ILC-02380	Amh3	XP_394362.2
HILC-240	Am32ILC-00423	Am32	GB48994-PA
HILC-240	AmelILC-00709	Amel	XP_006565361.1
HILC-240	Amh3ILC-00650	Amh3	XP_026297743.1
HILC-241	Am32ILC-03656	Am32	GB51159-PA
HILC-241	AmelILC-10581	Amel	XP_006566257.1
HILC-241	Amh3ILC-10649	Amh3	XP_006566254.2
HILC-242	Am32ILC-16189	Am32	GB42455-PA
HILC-242	AmelILC-07864	Amel	XP_006565503.1
HILC-242	Amh3ILC-07641	Amh3	XP_016768602.2
HILC-243	Am32ILC-05618	Am32	GB40603-PA
HILC-243	AmelILC-12482	Amel	XP_006562350.1
HILC-243	Amh3ILC-12470	Amh3	XP_026299952.1
HILC-244	Am32ILC-12805	Am32	GB49544-PA
HILC-244	AmelILC-04405	Amel	NP_001011578.1
HILC-244	Amh3ILC-04344	Amh3	NP_001011578.1
HILC-245	Am32ILC-11825	Am32	GB55764-PA
HILC-245	AmelILC-03615	Amel	XP_006560971.1
HILC-245	Amh3ILC-03575	Amh3	XP_016766889.2
HILC-246	Am32ILC-01313	Am32	GB47422-PA
HILC-246	AmelILC-01363	Amel	XP_006570836.1
HILC-246	Amh3ILC-01213	Amh3	XP_026301900.1
HILC-247	Am32ILC-01988	Am32	GB51542-PA
HILC-247	AmelILC-01765	Amel	XP_006571452.1
HILC-247	Amh3ILC-01572	Amh3	XP_006571452.1
HILC-248	Am32ILC-00186	Am32	GB40823-PA
HILC-248	AmelILC-00533	Amel	XP_016767970.1
HILC-248	Amh3ILC-00494	Amh3	XP_026295652.1
HILC-249	Am32ILC-07925	Am32	GB43631-PA
HILC-249	AmelILC-13771	Amel	XP_016771817.1
HILC-249	Amh3ILC-13672	Amh3	XP_026300728.1
HILC-250	Am32ILC-02306	Am32	GB53963-PA
HILC-250	AmelILC-02021	Amel	XP_006571710.1
HILC-250	Amh3ILC-01857	Amh3	XP_006571715.1
HILC-251	Am32ILC-07365	Am32	GB52708-PA
HILC-251	AmelILC-14081	Amel	XP_016771499.1
HILC-251	Amh3ILC-14021	Amh3	XP_016771496.1
HILC-252	Am32ILC-00419	Am32	GB48967-PA
HILC-252	AmelILC-00705	Amel	XP_016766471.1
HILC-252	Amh3ILC-00646	Amh3	XP_016766471.2
HILC-253	Am32ILC-09622	Am32	GB45972-PA
HILC-253	AmelILC-15717	Amel	XP_006563190.1
HILC-253	Amh3ILC-15598	Amh3	XP_006563190.1
HILC-254	Am32ILC-06352	Am32	GB49899-PA
HILC-254	AmelILC-13451	Amel	XP_016771325.1
HILC-254	Amh3ILC-13370	Amh3	XP_026300599.1
HILC-255	Am32ILC-07038	Am32	GB43718-PA
HILC-255	AmelILC-13861	Amel	XP_006562357.1
HILC-255	Amh3ILC-13744	Amh3	XP_006562358.1
HILC-256	Am32ILC-16377	Am32	GB44305-PA
HILC-256	AmelILC-07930	Amel	XP_016768694.1
HILC-256	Amh3ILC-07790	Amh3	XP_026297765.1
HILC-257	Am32ILC-04168	Am32	GB43497-PA
HILC-257	AmelILC-11420	Amel	XP_016770559.1
HILC-257	Amh3ILC-11336	Amh3	XP_016770559.1
HILC-258	Am32ILC-00491	Am32	GB41052-PA
HILC-258	AmelILC-00756	Amel	XP_016770743.1
HILC-258	Amh3ILC-00745	Amh3	XP_026302061.1
HILC-259	Am32ILC-18243	Am32	GB42764-PA
HILC-259	AmelILC-09439	Amel	XP_016769451.1
HILC-259	Amh3ILC-09342	Amh3	XP_016769451.2
HILC-260	Am32ILC-20043	Am32	GB50619-PA
HILC-260	AmelILC-16799	Amel	XP_016772941.1
HILC-260	Amh3ILC-01102	Amh3	XP_026301957.1
HILC-261	Am32ILC-17384	Am32	GB41177-PA
HILC-261	AmelILC-08220	Amel	XP_016769209.1
HILC-261	Amh3ILC-08063	Amh3	XP_395849.4
HILC-262	Am32ILC-18131	Am32	GB41909-PA
HILC-262	AmelILC-08728	Amel	XP_001122124.2
HILC-262	Amh3ILC-08716	Amh3	XP_026298306.1
HILC-263	Am32ILC-18225	Am32	GB42757-PA
HILC-263	AmelILC-09423	Amel	XP_006561651.1
HILC-263	Amh3ILC-09328	Amh3	XP_006561651.2
HILC-264	Am32ILC-10494	Am32	GB55425-PA
HILC-264	AmelILC-03010	Amel	NP_001233596.1
HILC-264	Amh3ILC-02885	Amh3	NP_001233596.1
HILC-265	Am32ILC-11003	Am32	GB53821-PA
HILC-265	AmelILC-03816	Amel	XP_006566835.1
HILC-265	Amh3ILC-03789	Amh3	XP_006566835.1
HILC-266	Am32ILC-15748	Am32	GB55715-PA
HILC-266	AmelILC-07265	Amel	XP_016768225.1
HILC-266	Amh3ILC-07128	Amh3	XP_026297348.1
HILC-267	Am32ILC-14888	Am32	GB48556-PA
HILC-267	AmelILC-06602	Amel	XP_001121092.2
HILC-267	Amh3ILC-06413	Amh3	XP_001121092.2
HILC-268	Am32ILC-07161	Am32	GB54177-PA
HILC-268	AmelILC-13952	Amel	XP_393980.3
HILC-268	Amh3ILC-13907	Amh3	XP_026300937.1
HILC-269	Am32ILC-07128	Am32	GB54144-PA
HILC-269	AmelILC-13986	Amel	XP_006563003.1
HILC-269	Amh3ILC-13931	Amh3	XP_006563003.1
HILC-270	Am32ILC-12683	Am32	GB53140-PA
HILC-270	AmelILC-04263	Amel	XP_016767079.1
HILC-270	Amh3ILC-04241	Amh3	XP_026295827.1
HILC-271	Am32ILC-12049	Am32	GB53634-PA
HILC-271	AmelILC-03806	Amel	XP_006564069.1
HILC-271	Amh3ILC-03778	Amh3	XP_006564069.2
HILC-272	Am32ILC-17425	Am32	GB40452-PA
HILC-272	AmelILC-08264	Amel	XP_003249515.1
HILC-272	Amh3ILC-08124	Amh3	XP_003249515.1
HILC-273	Am32ILC-17508	Am32	GB40405-PA
HILC-273	AmelILC-08327	Amel	XP_006559516.1
HILC-273	Amh3ILC-08188	Amh3	XP_006559516.2
HILC-274	Am32ILC-06848	Am32	GB40134-PA
HILC-274	AmelILC-13219	Amel	XP_016771270.1
HILC-274	Amh3ILC-13182	Amh3	XP_006560425.2
HILC-275	Am32ILC-10993	Am32	GB55995-PA
HILC-275	AmelILC-03236	Amel	XP_016766729.1
HILC-275	Amh3ILC-03224	Amh3	XP_026295257.1
HILC-276	Am32ILC-09611	Am32	GB45967-PA
HILC-276	AmelILC-15706	Amel	XP_016772490.1
HILC-276	Amh3ILC-15608	Amh3	XP_026301667.1
HILC-277	Am32ILC-11672	Am32	GB51502-PA
HILC-277	AmelILC-03485	Amel	XP_006560510.1
HILC-277	Amh3ILC-03528	Amh3	XP_006560512.2
HILC-278	Am32ILC-01493	Am32	GB50357-PA
HILC-278	AmelILC-00216	Amel	XP_623111.3
HILC-278	Amh3ILC-00185	Amh3	XP_623111.3
HILC-279	Am32ILC-10455	Am32	GB55578-PA
HILC-279	AmelILC-03043	Amel	XP_016766162.1
HILC-279	Amh3ILC-02916	Amh3	XP_026294864.1
HILC-280	Am32ILC-15080	Am32	GB41454-PA
HILC-280	AmelILC-06739	Amel	XP_016768323.1
HILC-280	Amh3ILC-06588	Amh3	XP_026296936.1
HILC-281	Am32ILC-18546	Am32	GB42875-PA
HILC-281	AmelILC-09700	Amel	XP_003249939.2
HILC-281	Amh3ILC-09616	Amh3	XP_006561880.2
HILC-282	Am32ILC-11701	Am32	GB51515-PA
HILC-282	AmelILC-03509	Amel	XP_006560534.1
HILC-282	Amh3ILC-03505	Amh3	XP_016766736.1
HILC-283	Am32ILC-11138	Am32	GB47041-PA
HILC-283	AmelILC-03960	Amel	XP_006568483.2
HILC-283	Amh3ILC-03882	Amh3	XP_016766576.2
HILC-284	Am32ILC-14661	Am32	GB52189-PA
HILC-284	AmelILC-06358	Amel	XP_006561312.1
HILC-284	Amh3ILC-06370	Amh3	XP_006561314.2
HILC-285	Am32ILC-16972	Am32	GB48858-PA
HILC-285	AmelILC-09008	Amel	XP_006568324.1
HILC-285	Amh3ILC-08843	Amh3	XP_006568318.1
HILC-286	Am32ILC-25382	Am32	GB45755-PA
HILC-286	AmelILC-16248	Amel	XP_006572053.2
HILC-286	Amh3ILC-07504	Amh3	XP_026297470.1
HILC-287	Am32ILC-03367	Am32	GB51041-PA
HILC-287	AmelILC-10823	Amel	XP_016769915.1
HILC-287	Amh3ILC-10413	Amh3	XP_026299270.1
HILC-288	Am32ILC-03355	Am32	GB51036-PA
HILC-288	AmelILC-10831	Amel	XP_006566036.1
HILC-288	Amh3ILC-13717	Amh3	XP_016769916.1
HILC-289	Am32ILC-10430	Am32	GB55567-PA
HILC-289	AmelILC-03067	Amel	XP_016766279.1
HILC-289	Amh3ILC-02942	Amh3	XP_026295004.1
HILC-290	Am32ILC-06409	Am32	GB49921-PA
HILC-290	AmelILC-13397	Amel	XP_001120437.2
HILC-290	Amh3ILC-13320	Amh3	XP_006565115.2
HILC-291	Am32ILC-10023	Am32	GB52426-PA
HILC-291	AmelILC-02615	Amel	XP_006565930.1
HILC-291	Amh3ILC-02564	Amh3	XP_003250774.1
HILC-292	Am32ILC-10407	Am32	GB55457-PA
HILC-292	AmelILC-03087	Amel	XP_006568861.2
HILC-292	Amh3ILC-02963	Amh3	XP_026302176.1
HILC-293	Am32ILC-10401	Am32	GB55461-PA
HILC-293	AmelILC-03091	Amel	XP_016766169.1
HILC-293	Amh3ILC-02967	Amh3	XP_016766169.1
HILC-294	Am32ILC-12221	Am32	GB44127-PA
HILC-294	AmelILC-04759	Amel	XP_392312.3
HILC-294	Amh3ILC-04870	Amh3	XP_016767322.1
HILC-295	Am32ILC-01334	Am32	GB47476-PA
HILC-295	AmelILC-01346	Amel	XP_016767140.1
HILC-295	Amh3ILC-01231	Amh3	XP_006570850.3
HILC-296	Am32ILC-17810	Am32	GB43874-PA
HILC-296	AmelILC-08683	Amel	XP_393481.2
HILC-296	Amh3ILC-08532	Amh3	XP_393481.2
HILC-297	Am32ILC-02821	Am32	GB49511-PA
HILC-297	AmelILC-10161	Amel	XP_006560884.1
HILC-297	Amh3ILC-10082	Amh3	XP_006560884.2
HILC-298	Am32ILC-01748	Am32	GB42246-PA
HILC-298	AmelILC-01534	Amel	XP_006571272.1
HILC-298	Amh3ILC-01424	Amh3	XP_026298382.1
HILC-299	Am32ILC-16513	Am32	GB48167-PA
HILC-299	AmelILC-08043	Amel	XP_006569504.1
HILC-299	Amh3ILC-07891	Amh3	XP_006569504.2
HILC-300	Am32ILC-10772	Am32	GB50700-PA
HILC-300	AmelILC-02186	Amel	XP_006558164.1
HILC-300	Amh3ILC-02017	Amh3	XP_006558164.2
HILC-301	Am32ILC-12369	Am32	GB44193-PA
HILC-301	AmelILC-04883	Amel	XP_016767210.1
HILC-301	Amh3ILC-04745	Amh3	XP_001121775.2
HILC-302	Am32ILC-03979	Am32	GB46618-PA
HILC-302	AmelILC-11010	Amel	XP_016770520.1
HILC-302	Amh3ILC-10859	Amh3	XP_026299738.1
HILC-303	Am32ILC-02220	Am32	GB54921-PA
HILC-303	AmelILC-01872	Amel	XP_016767441.1
HILC-303	Amh3ILC-01721	Amh3	XP_016767435.2
HILC-304	Am32ILC-11734	Am32	GB51481-PA
HILC-304	AmelILC-03538	Amel	XP_006560554.1
HILC-304	Amh3ILC-03476	Amh3	XP_026295249.1
HILC-305	Am32ILC-12014	Am32	GB53740-PA
HILC-305	AmelILC-03780	Amel	XP_016766985.1
HILC-305	Amh3ILC-03756	Amh3	XP_026295380.1
HILC-306	Am32ILC-10247	Am32	GB49755-PA
HILC-306	AmelILC-02817	Amel	XP_003251195.1
HILC-306	Amh3ILC-02653	Amh3	XP_003251195.1
HILC-307	Am32ILC-12474	Am32	GB53001-PA
HILC-307	AmelILC-04966	Amel	XP_006569341.1
HILC-307	Amh3ILC-05005	Amh3	XP_006569341.2
HILC-308	Am32ILC-11397	Am32	GB51885-PA
HILC-308	AmelILC-03255	Amel	XP_016766544.1
HILC-308	Amh3ILC-03256	Amh3	XP_026295420.1
HILC-309	Am32ILC-08547	Am32	GB50048-PA
HILC-309	AmelILC-14948	Amel	NP_001011629.1
HILC-309	Amh3ILC-14856	Amh3	NP_001011629.1
HILC-310	Am32ILC-24950	Am32	GB48204-PA
HILC-310	AmelILC-15810	Amel	XP_006571828.1
HILC-310	Amh3ILC-12865	Amh3	XP_006571828.2
HILC-311	Am32ILC-12692	Am32	GB53145-PA
HILC-311	AmelILC-04269	Amel	XP_016767337.1
HILC-311	Amh3ILC-04235	Amh3	XP_006558768.1
HILC-312	Am32ILC-17198	Am32	GB51660-PA
HILC-312	AmelILC-09196	Amel	XP_016769247.1
HILC-312	Amh3ILC-08997	Amh3	XP_026298028.1
HILC-313	Am32ILC-12596	Am32	GB54893-PA
HILC-313	AmelILC-04185	Amel	XP_016767073.1
HILC-313	Amh3ILC-04181	Amh3	XP_026296214.1
HILC-314	Am32ILC-17094	Am32	GB51715-PA
HILC-314	AmelILC-09096	Amel	XP_016769011.1
HILC-314	Amh3ILC-08903	Amh3	XP_026297837.1
HILC-315	Am32ILC-08296	Am32	GB50593-PA
HILC-315	AmelILC-14726	Amel	XP_006561081.1
HILC-315	Amh3ILC-14662	Amh3	XP_006561081.1
HILC-316	Am32ILC-04760	Am32	GB45248-PA
HILC-316	AmelILC-11961	Amel	XP_016770576.1
HILC-316	Amh3ILC-11845	Amh3	XP_016770576.1
HILC-317	Am32ILC-01284	Am32	GB47459-PA
HILC-317	AmelILC-01391	Amel	XP_016770468.1
HILC-317	Amh3ILC-01187	Amh3	XP_026297808.1
HILC-318	Am32ILC-01774	Am32	GB45512-PA
HILC-318	AmelILC-01586	Amel	XP_016771851.1
HILC-318	Amh3ILC-01465	Amh3	XP_016771847.2
HILC-319	Am32ILC-05698	Am32	GB49373-PA
HILC-319	AmelILC-12708	Amel	XP_016770921.1
HILC-319	Amh3ILC-12530	Amh3	XP_016770920.2
HILC-320	Am32ILC-06107	Am32	GB40206-PA
HILC-320	AmelILC-12298	Amel	XP_016771103.1
HILC-320	Amh3ILC-12152	Amh3	XP_016771103.1
HILC-321	Am32ILC-13480	Am32	GB44523-PA
HILC-321	AmelILC-05627	Amel	XP_006567743.1
HILC-321	Amh3ILC-05777	Amh3	XP_026296341.1
HILC-322	Am32ILC-06303	Am32	GB47808-PA
