hiLocus	iLocus	Species	Protein
HILC-69	PdomILC-00136	Pdom	XP_015191010.1
HILC-69	NvitILC-13421	Nvit	XP_003425376.1
HILC-70	Amh3ILC-06185	Amh3	XP_026297071.1
HILC-70	BterILC-04155	Bter	XP_012164549.1
HILC-70	CfloILC-24260	Cflo	XP_011265788.1
HILC-70	HsalILC-24770	Hsal	XP_011151963.1
HILC-70	PcanILC-11599	Pcan	XP_014611074.1
HILC-70	PdomILC-11720	Pdom	XP_015184990.1
HILC-70	NvitILC-08392	Nvit	XP_008203606.1
HILC-71	Amh3ILC-05605	Amh3	XP_395223.5
HILC-71	BterILC-03419	Bter	XP_012164357.1
HILC-71	CfloILC-20751	Cflo	XP_011262964.1
HILC-71	HsalILC-13778	Hsal	XP_011142730.1
HILC-71	PcanILC-05932	Pcan	XP_014602712.1
HILC-71	PdomILC-09114	Pdom	XP_015181281.1
HILC-71	NvitILC-09340	Nvit	XP_016840706.1
HILC-72	Amh3ILC-12321	Amh3	XP_392624.5
HILC-72	BterILC-09217	Bter	XP_003399814.1
HILC-72	CfloILC-22078	Cflo	XP_011263903.1
HILC-72	HsalILC-15636	Hsal	XP_011144404.1
HILC-72	PcanILC-11335	Pcan	XP_014610710.1
HILC-72	PdomILC-11873	Pdom	XP_015185231.1
HILC-72	NvitILC-02401	Nvit	XP_001603698.1
HILC-73	Amh3ILC-05312	Amh3	XP_006562211.1
HILC-73	BterILC-03789	Bter	XP_003395472.1
HILC-73	CfloILC-07851	Cflo	XP_011252754.1
HILC-73	HsalILC-13927	Hsal	XP_011142882.1
HILC-73	PcanILC-13310	Pcan	XP_014613332.1
HILC-73	PdomILC-13785	Pdom	XP_015188095.1
HILC-73	NvitILC-08791	Nvit	XP_008211259.1
HILC-74	Amh3ILC-02305	Amh3	XP_006561179.1
HILC-74	BterILC-00896	Bter	XP_020724052.1
HILC-74	CfloILC-24819	Cflo	XP_011266190.1
HILC-74	HsalILC-04146	Hsal	XP_011154887.1
HILC-74	PcanILC-02678	Pcan	XP_014616793.1
HILC-74	PdomILC-13504	Pdom	XP_015187697.1
HILC-74	NvitILC-16258	Nvit	XP_001599507.2
HILC-75	Amh3ILC-09336	Amh3	XP_026298634.1
HILC-75	BterILC-06501	Bter	XP_020720080.1
HILC-75	CfloILC-25105	Cflo	XP_019884977.1
HILC-75	HsalILC-02464	Hsal	XP_019700189.1
HILC-75	PcanILC-11465	Pcan	XP_014610890.1
HILC-75	PdomILC-04625	Pdom	XP_015174421.1
HILC-75	NvitILC-17546	Nvit	XP_008208776.1
HILC-76	Amh3ILC-00188	Amh3	XP_006559910.2
HILC-76	BterILC-13192	Bter	XP_012174192.1
HILC-76	CfloILC-09836	Cflo	XP_011254331.1
HILC-76	HsalILC-07649	Hsal	XP_011137183.1
HILC-76	PcanILC-08553	Pcan	XP_014606704.1
HILC-76	PdomILC-02468	Pdom	XP_015191803.1
HILC-76	NvitILC-07500	Nvit	XP_016839341.1
HILC-77	Amh3ILC-15577	Amh3	XP_016772511.2
HILC-77	BterILC-09450	Bter	XP_003399657.1
HILC-77	CfloILC-18618	Cflo	XP_011261366.1
HILC-77	HsalILC-16368	Hsal	XP_011144992.1
HILC-77	PcanILC-07773	Pcan	XP_014605593.1
HILC-77	PdomILC-01471	Pdom	XP_015190027.1
HILC-77	NvitILC-03595	Nvit	XP_003427104.1
HILC-78	Amh3ILC-01389	Amh3	XP_026301929.1
HILC-78	BterILC-00170	Bter	XP_012175751.1
HILC-78	CfloILC-14758	Cflo	XP_011258512.1
HILC-78	HsalILC-18845	Hsal	XP_011147075.1
HILC-78	PcanILC-14272	Pcan	XP_014614493.1
HILC-78	PdomILC-14982	Pdom	XP_015189511.1
HILC-78	NvitILC-08833	Nvit	XP_001601828.2
HILC-79	Amh3ILC-03070	Amh3	XP_016766319.1
HILC-79	BterILC-01137	Bter	XP_020723143.1
HILC-79	CfloILC-14704	Cflo	XP_011258471.1
HILC-79	HsalILC-22127	Hsal	XP_019699910.1
HILC-79	PcanILC-10743	Pcan	XP_014609958.1
HILC-79	PdomILC-07469	Pdom	XP_015178644.1
HILC-79	NvitILC-00146	Nvit	XP_001604604.4
HILC-80	Amh3ILC-08567	Amh3	XP_006564575.1
HILC-80	BterILC-11854	Bter	XP_003401715.1
HILC-80	CfloILC-08396	Cflo	XP_011253195.1
HILC-80	HsalILC-21310	Hsal	XP_019699657.1
HILC-80	PcanILC-08619	Pcan	XP_014606803.1
HILC-80	PdomILC-08438	Pdom	XP_015180059.1
HILC-80	NvitILC-02881	Nvit	XP_016836886.1
HILC-81	Amh3ILC-05415	Amh3	XP_001120452.2
HILC-81	BterILC-03859	Bter	XP_020718696.1
HILC-81	CfloILC-15336	Cflo	XP_019883622.1
HILC-81	HsalILC-15623	Hsal	XP_011144381.1
HILC-81	PcanILC-13211	Pcan	XP_014613206.1
HILC-81	PdomILC-11757	Pdom	XP_015185053.1
HILC-81	NvitILC-09132	Nvit	XP_001606712.2
HILC-82	Amh3ILC-06532	Amh3	XP_006565452.1
HILC-82	BterILC-04133	Bter	XP_003395968.1
HILC-82	CfloILC-15933	Cflo	XP_011259453.1
HILC-82	HsalILC-20146	Hsal	XP_019699351.1
HILC-82	PcanILC-08825	Pcan	XP_014607061.1
HILC-82	PdomILC-05924	Pdom	XP_015176313.1
HILC-82	NvitILC-05769	Nvit	XP_001604965.2
HILC-83	Amh3ILC-11842	Amh3	XP_006566688.1
HILC-83	BterILC-08276	Bter	XP_003399024.1
HILC-83	CfloILC-01294	Cflo	XP_011255783.1
HILC-83	HsalILC-14228	Hsal	XP_019698017.1
HILC-83	PcanILC-01073	Pcan	XP_014611938.1
HILC-83	PdomILC-07430	Pdom	XP_015178485.1
HILC-83	NvitILC-12921	Nvit	XP_008201887.1
HILC-84	Amh3ILC-00446	Amh3	XP_006563335.1
HILC-84	BterILC-13982	Bter	XP_020723547.1
HILC-84	CfloILC-18343	Cflo	XP_011261186.1
HILC-84	HsalILC-10456	Hsal	XP_019697147.1
HILC-84	PcanILC-12150	Pcan	XP_014611793.1
HILC-84	PdomILC-13974	Pdom	XP_015188310.1
HILC-84	NvitILC-07849	Nvit	XP_008216655.1
HILC-85	Amh3ILC-10819	Amh3	XP_006569744.2
HILC-85	BterILC-12837	Bter	XP_012173905.1
HILC-85	CfloILC-16025	Cflo	XP_011259559.1
HILC-85	HsalILC-03325	Hsal	XP_011154066.1
HILC-85	PcanILC-02210	Pcan	XP_014616155.1
HILC-85	PdomILC-12172	Pdom	XP_015185599.1
HILC-85	NvitILC-05874	Nvit	XP_016838098.1
HILC-86	Amh3ILC-01753	Amh3	XP_006571516.1
HILC-86	BterILC-00105	Bter	XP_003392920.1
HILC-86	CfloILC-08464	Cflo	XP_011253248.1
HILC-86	HsalILC-03149	Hsal	XP_019700974.1
HILC-86	PcanILC-12628	Pcan	XP_014612432.1
HILC-86	PdomILC-14677	Pdom	XP_015189186.1
HILC-86	NvitILC-11194	Nvit	XP_016841744.1
HILC-87	Amh3ILC-03283	Amh3	XP_396833.4
HILC-87	BterILC-01723	Bter	XP_012176211.1
HILC-87	CfloILC-27094	Cflo	XP_019885257.1
HILC-87	HsalILC-14284	Hsal	XP_019698034.1
HILC-87	PcanILC-07937	Pcan	XP_014605790.1
HILC-87	PdomILC-06674	Pdom	XP_015177386.1
HILC-87	NvitILC-04128	Nvit	XP_008212428.1
HILC-88	Amh3ILC-14492	Amh3	XP_006560698.2
HILC-88	BterILC-11715	Bter	XP_012172331.1
HILC-88	CfloILC-15909	Cflo	XP_011259421.1
HILC-88	HsalILC-13125	Hsal	XP_011142153.1
HILC-88	PcanILC-11314	Pcan	XP_014610704.1
HILC-88	PdomILC-14394	Pdom	XP_015188841.1
HILC-88	NvitILC-11425	Nvit	XP_001606680.2
HILC-89	Amh3ILC-00255	Amh3	XP_026298461.1
HILC-89	BterILC-08529	Bter	XP_003398909.1
HILC-89	CfloILC-23089	Cflo	XP_011264769.1
HILC-89	HsalILC-11998	Hsal	XP_011141177.1
HILC-89	PcanILC-11293	Pcan	XP_014610669.1
HILC-89	PdomILC-05288	Pdom	XP_015175290.1
HILC-89	NvitILC-17959	Nvit	XP_016843649.1
HILC-90	Amh3ILC-11088	Amh3	XP_026299833.1
HILC-90	BterILC-04552	Bter	XP_020719706.1
HILC-90	CfloILC-14656	Cflo	XP_011258432.1
HILC-90	HsalILC-20209	Hsal	XP_019699368.1
HILC-90	PcanILC-13717	Pcan	XP_014613872.1
HILC-90	PdomILC-12777	Pdom	XP_015186567.1
HILC-90	NvitILC-21478	Nvit	XP_016844315.1
HILC-91	Amh3ILC-06199	Amh3	XP_016768215.2
HILC-91	BterILC-04169	Bter	XP_003395895.1
HILC-91	CfloILC-03736	Cflo	XP_011269100.1
HILC-91	HsalILC-24386	Hsal	XP_011151710.1
HILC-91	PcanILC-10614	Pcan	XP_014609867.1
HILC-91	PdomILC-07139	Pdom	XP_015178176.1
HILC-91	NvitILC-07819	Nvit	XP_016839288.1
HILC-92	Amh3ILC-07224	Amh3	XP_396603.5
HILC-92	BterILC-05825	Bter	XP_012166494.1
HILC-92	CfloILC-15794	Cflo	XP_011259331.1
HILC-92	HsalILC-14729	Hsal	XP_011143629.1
HILC-92	PcanILC-08206	Pcan	XP_014606205.1
HILC-92	PdomILC-10943	Pdom	XP_015183869.1
HILC-92	NvitILC-06320	Nvit	XP_016839889.1
HILC-93	Amh3ILC-14878	Amh3	XP_026301419.1
HILC-93	BterILC-11081	Bter	XP_020722745.1
HILC-93	CfloILC-05169	Cflo	XP_011250615.1
HILC-93	HsalILC-09269	Hsal	XP_019696801.1
HILC-93	PcanILC-01668	Pcan	XP_014615438.1
HILC-93	PdomILC-00018	Pdom	XP_015190576.1
HILC-93	NvitILC-10622	Nvit	XP_003426710.1
HILC-94	Amh3ILC-03516	Amh3	XP_016766910.1
HILC-94	BterILC-02276	Bter	XP_012176329.1
HILC-94	CfloILC-13839	Cflo	XP_011257790.1
HILC-94	HsalILC-10970	Hsal	XP_011140255.1
HILC-94	PcanILC-05076	Pcan	XP_014601482.1
HILC-94	PdomILC-07540	Pdom	XP_015178692.1
HILC-94	NvitILC-16667	Nvit	XP_016843348.1
HILC-95	Amh3ILC-08046	Amh3	XP_016769260.1
HILC-95	BterILC-05916	Bter	XP_012166563.1
HILC-95	CfloILC-00138	Cflo	XP_011259523.1
HILC-95	HsalILC-01237	Hsal	XP_019697357.1
HILC-95	PcanILC-01794	Pcan	XP_014615561.1
HILC-95	PdomILC-07733	Pdom	XP_015178797.1
HILC-95	NvitILC-05543	Nvit	XP_001600082.2
HILC-96	Amh3ILC-13343	Amh3	XP_006565104.1
HILC-96	BterILC-09992	Bter	XP_012170838.1
HILC-96	CfloILC-13066	Cflo	XP_019883278.1
HILC-96	HsalILC-04676	Hsal	XP_019695747.1
HILC-96	PcanILC-13676	Pcan	XP_014613812.1
HILC-96	PdomILC-06118	Pdom	XP_015176452.1
HILC-96	NvitILC-23117	Nvit	XP_016844968.1
HILC-97	Amh3ILC-13029	Amh3	XP_006558559.1
HILC-97	BterILC-09813	Bter	XP_012171012.1
HILC-97	CfloILC-01029	Cflo	XP_019882539.1
HILC-97	HsalILC-17579	Hsal	XP_011145945.1
HILC-97	PcanILC-11321	Pcan	XP_014610683.1
HILC-97	PdomILC-09676	Pdom	XP_015182038.1
HILC-97	NvitILC-09045	Nvit	XP_001605809.1
HILC-98	Amh3ILC-06579	Amh3	XP_395632.3
HILC-98	BterILC-04334	Bter	XP_012164892.1
HILC-98	CfloILC-12470	Cflo	XP_011256723.1
HILC-98	HsalILC-15897	Hsal	XP_011144629.1
HILC-98	PcanILC-12779	Pcan	XP_014612588.1
HILC-98	PdomILC-12269	Pdom	XP_015185846.1
HILC-98	NvitILC-07851	Nvit	XP_016840073.1
HILC-99	Amh3ILC-11281	Amh3	XP_026299399.1
HILC-99	BterILC-08014	Bter	XP_012168851.1
HILC-99	CfloILC-27218	Cflo	XP_019885274.1
HILC-99	HsalILC-10283	Hsal	XP_011139593.1
HILC-99	PcanILC-02028	Pcan	XP_014615904.1
HILC-99	PdomILC-03727	Pdom	XP_015172774.1
HILC-99	NvitILC-13043	Nvit	NP_001177866.1
HILC-100	Amh3ILC-13860	Amh3	XP_026300998.1
HILC-100	BterILC-10576	Bter	XP_020722221.1
HILC-100	CfloILC-07657	Cflo	XP_019882416.1
HILC-100	HsalILC-09152	Hsal	XP_019696690.1
HILC-100	PcanILC-06700	Pcan	XP_014603880.1
HILC-100	PdomILC-08238	Pdom	XP_015179678.1
HILC-100	NvitILC-10596	Nvit	XP_016841473.1
HILC-101	Amh3ILC-04782	Amh3	XP_003250991.1
HILC-101	BterILC-13104	Bter	XP_003402482.2
HILC-101	CfloILC-21586	Cflo	XP_019884506.1
HILC-101	HsalILC-12634	Hsal	XP_019697597.1
HILC-101	PcanILC-08895	Pcan	XP_014607192.1
HILC-101	PdomILC-03911	Pdom	XP_015173184.1
HILC-101	NvitILC-05033	Nvit	XP_016837746.1
HILC-102	Amh3ILC-14408	Amh3	XP_393409.2
HILC-102	BterILC-11250	Bter	XP_012172763.1
HILC-102	CfloILC-14375	Cflo	XP_011258158.1
HILC-102	HsalILC-17122	Hsal	XP_011145625.1
HILC-102	PcanILC-13817	Pcan	XP_014614014.1
HILC-102	PdomILC-11658	Pdom	XP_015184941.1
HILC-102	NvitILC-24369	Nvit	XP_001606869.2
HILC-103	Amh3ILC-13498	Amh3	XP_026300702.1
HILC-103	BterILC-10737	Bter	XP_012171872.1
HILC-103	CfloILC-11783	Cflo	XP_011255937.1
HILC-103	HsalILC-04588	Hsal	XP_011155241.1
HILC-103	PcanILC-04406	Pcan	XP_014600378.1
HILC-103	PdomILC-00832	Pdom	XP_015175720.1
HILC-103	NvitILC-06040	Nvit	XP_016837242.1
HILC-104	Amh3ILC-09055	Amh3	XP_026298465.1
HILC-104	BterILC-11757	Bter	XP_012172894.1
HILC-104	CfloILC-02320	Cflo	XP_011265000.1
HILC-104	HsalILC-00821	Hsal	XP_011137840.1
HILC-104	PcanILC-04713	Pcan	XP_014600976.1
HILC-104	PdomILC-04595	Pdom	XP_015174238.1
HILC-104	NvitILC-21531	Nvit	XP_008212230.1
HILC-105	Amh3ILC-12113	Amh3	NP_001314886.1
HILC-105	BterILC-07857	Bter	XP_020721183.1
HILC-105	CfloILC-00044	Cflo	XP_011252408.1
HILC-105	HsalILC-26398	Hsal	XP_011153333.1
HILC-105	PcanILC-04057	Pcan	XP_014599810.1
HILC-105	PdomILC-08688	Pdom	XP_015180504.1
HILC-105	NvitILC-24237	Nvit	XP_016845340.1
HILC-106	Amh3ILC-09207	Amh3	XP_026298688.1
HILC-106	BterILC-06301	Bter	XP_020720395.1
HILC-106	CfloILC-02908	Cflo	XP_011268347.1
HILC-106	HsalILC-07327	Hsal	XP_011136915.1
HILC-106	PcanILC-07801	Pcan	XP_014605533.1
HILC-106	PdomILC-01496	Pdom	XP_015189853.1
HILC-106	NvitILC-12824	Nvit	XP_016842285.1
HILC-107	Amh3ILC-10302	Amh3	XP_393713.3
HILC-107	BterILC-07510	Bter	XP_003398203.1
HILC-107	CfloILC-14285	Cflo	XP_011258081.1
HILC-107	HsalILC-00174	Hsal	XP_011143888.1
HILC-107	PcanILC-06779	Pcan	XP_014604069.1
HILC-107	PdomILC-03944	Pdom	XP_015173202.1
HILC-107	NvitILC-14238	Nvit	XP_001603014.1
HILC-108	Amh3ILC-10277	Amh3	XP_026298964.1
HILC-108	BterILC-07487	Bter	XP_012167880.1
HILC-108	CfloILC-07074	Cflo	XP_019882281.1
HILC-108	HsalILC-03692	Hsal	XP_011154462.1
HILC-108	PcanILC-13297	Pcan	XP_014613284.1
HILC-108	PdomILC-11235	Pdom	XP_015184259.1
HILC-108	NvitILC-04217	Nvit	XP_016837838.1
HILC-109	Amh3ILC-04888	Amh3	XP_026295823.1
HILC-109	BterILC-13087	Bter	XP_012174042.1
HILC-109	CfloILC-06605	Cflo	XP_011251722.1
HILC-109	HsalILC-20323	Hsal	XP_011148423.1
HILC-109	PcanILC-13468	Pcan	XP_014613566.1
HILC-109	PdomILC-11140	Pdom	XP_015184232.1
HILC-109	NvitILC-08888	Nvit	XP_016840880.1
HILC-110	Amh3ILC-06108	Amh3	XP_026296433.1
HILC-110	BterILC-03466	Bter	XP_020718896.1
HILC-110	CfloILC-01852	Cflo	XP_011260965.1
HILC-110	HsalILC-11940	Hsal	XP_011141091.1
HILC-110	PcanILC-11161	Pcan	XP_014610510.1
HILC-110	PdomILC-06030	Pdom	XP_015176510.1
HILC-110	NvitILC-04608	Nvit	XP_001600257.1
HILC-111	Amh3ILC-11381	Amh3	XP_396789.2
HILC-111	BterILC-08336	Bter	XP_012169115.1
HILC-111	CfloILC-22241	Cflo	XP_011264040.1
HILC-111	HsalILC-00611	Hsal	XP_011135592.1
HILC-111	PcanILC-11500	Pcan	XP_014610962.1
HILC-111	PdomILC-09843	Pdom	XP_015182287.1
HILC-111	NvitILC-08228	Nvit	XP_008203379.1
HILC-112	Amh3ILC-14552	Amh3	XP_006560758.1
HILC-112	BterILC-11525	Bter	XP_012172511.1
HILC-112	CfloILC-06383	Cflo	XP_011251542.1
HILC-112	HsalILC-20078	Hsal	XP_019699332.1
HILC-112	PcanILC-04539	Pcan	XP_014600563.1
HILC-112	PdomILC-07348	Pdom	XP_015178417.1
HILC-112	NvitILC-10746	Nvit	XP_008207483.1
HILC-113	Amh3ILC-10434	Amh3	XP_393700.2
HILC-113	BterILC-07393	Bter	XP_012167996.1
HILC-113	CfloILC-14979	Cflo	XP_011258618.1
HILC-113	HsalILC-17977	Hsal	XP_011146261.1
HILC-113	PcanILC-11527	Pcan	XP_014610995.1
HILC-113	PdomILC-02253	Pdom	XP_015191156.1
HILC-113	NvitILC-09255	Nvit	NP_001154944.1
HILC-114	Amh3ILC-07235	Amh3	XP_026297582.1
HILC-114	BterILC-05815	Bter	XP_012166483.1
HILC-114	CfloILC-15785	Cflo	XP_019883668.1
HILC-114	HsalILC-11950	Hsal	XP_011141113.1
HILC-114	PcanILC-10746	Pcan	XP_014609968.1
HILC-114	PdomILC-07466	Pdom	XP_015178680.1
HILC-114	NvitILC-06828	Nvit	XP_001605476.2
HILC-115	Amh3ILC-03794	Amh3	XP_393397.5
HILC-115	BterILC-02426	Bter	XP_003394646.1
HILC-115	CfloILC-20809	Cflo	XP_011263022.1
HILC-115	HsalILC-10810	Hsal	XP_011140164.1
HILC-115	PcanILC-03181	Pcan	XP_014598362.1
HILC-115	PdomILC-05833	Pdom	XP_015176193.1
HILC-115	NvitILC-04578	Nvit	XP_008208593.1
HILC-116	Amh3ILC-05316	Amh3	XP_394547.4
HILC-116	BterILC-03793	Bter	XP_003395483.1
HILC-116	CfloILC-00446	Cflo	XP_011269684.1
HILC-116	HsalILC-06289	Hsal	XP_011136155.1
HILC-116	PcanILC-13306	Pcan	XP_014613334.1
HILC-116	PdomILC-13789	Pdom	XP_015188101.1
HILC-116	NvitILC-08787	Nvit	XP_016840844.1
HILC-117	Amh3ILC-11908	Amh3	XP_026299400.1
HILC-117	BterILC-08216	Bter	XP_012169300.1
HILC-117	CfloILC-27241	Cflo	XP_011267849.1
HILC-117	HsalILC-10713	Hsal	XP_011140088.1
HILC-117	PcanILC-00902	Pcan	XP_014606981.1
HILC-117	PdomILC-14177	Pdom	XP_015188601.1
HILC-117	NvitILC-00584	Nvit	NP_001153352.1
HILC-118	Amh3ILC-08272	Amh3	XP_006559672.1
HILC-118	BterILC-05686	Bter	XP_012166331.1
HILC-118	CfloILC-19530	Cflo	XP_011262067.1
HILC-118	HsalILC-00732	Hsal	XP_011136828.1
HILC-118	PcanILC-07424	Pcan	XP_014605059.1
HILC-118	PdomILC-13577	Pdom	XP_015187768.1
HILC-118	NvitILC-04014	Nvit	XP_003426788.1
HILC-119	Amh3ILC-14472	Amh3	XP_006560153.2
HILC-119	BterILC-11728	Bter	XP_012172317.1
HILC-119	CfloILC-22470	Cflo	XP_011264274.1
HILC-119	HsalILC-19316	Hsal	XP_011147498.1
HILC-119	PcanILC-09947	Pcan	XP_014608873.1
HILC-119	PdomILC-01043	Pdom	XP_015185134.1
HILC-119	NvitILC-10556	Nvit	XP_016841039.1
HILC-120	Amh3ILC-11044	Amh3	XP_392864.4
HILC-120	BterILC-05129	Bter	XP_012165788.1
HILC-120	CfloILC-20365	Cflo	XP_011262645.1
HILC-120	HsalILC-02229	Hsal	XP_011148240.1
HILC-120	PcanILC-08017	Pcan	XP_014605901.1
HILC-120	PdomILC-09702	Pdom	XP_015182083.1
HILC-120	NvitILC-06200	Nvit	XP_016839867.1
HILC-121	Amh3ILC-05474	Amh3	XP_006564793.1
HILC-121	BterILC-03940	Bter	XP_012163790.1
HILC-121	CfloILC-13560	Cflo	XP_011257586.1
HILC-121	HsalILC-09618	Hsal	XP_011139048.1
HILC-121	PcanILC-09636	Pcan	XP_014608378.1
HILC-121	PdomILC-05489	Pdom	XP_015175787.1
HILC-121	NvitILC-09668	Nvit	XP_008205951.1
HILC-122	Amh3ILC-05872	Amh3	XP_395563.4
HILC-122	BterILC-02137	Bter	XP_012176462.1
HILC-122	CfloILC-01783	Cflo	XP_011260384.1
HILC-122	HsalILC-12344	Hsal	XP_011141506.1
HILC-122	PcanILC-02799	Pcan	XP_014597795.1
HILC-122	PdomILC-10435	Pdom	XP_015183103.1
HILC-122	NvitILC-03677	Nvit	XP_016837216.1
HILC-123	Amh3ILC-13413	Amh3	XP_006568106.1
HILC-123	BterILC-09955	Bter	XP_003400136.1
HILC-123	CfloILC-23646	Cflo	XP_011265325.1
HILC-123	HsalILC-17538	Hsal	XP_019698704.1
HILC-123	PcanILC-04594	Pcan	XP_014600720.1
HILC-123	PdomILC-03060	Pdom	XP_015171575.1
HILC-123	NvitILC-20473	Nvit	XP_016844182.1
HILC-124	Amh3ILC-11430	Amh3	XP_016770534.1
HILC-124	BterILC-08296	Bter	XP_020720971.1
HILC-124	CfloILC-05090	Cflo	XP_019885707.1
HILC-124	HsalILC-26337	Hsal	XP_011153261.1
HILC-124	PcanILC-01866	Pcan	XP_014615637.1
HILC-124	PdomILC-08304	Pdom	XP_015179868.1
HILC-124	NvitILC-09464	Nvit	XP_016840571.1
HILC-125	Amh3ILC-00349	Amh3	XP_395743.3
HILC-125	BterILC-02734	Bter	XP_003394873.2
HILC-125	CfloILC-24672	Cflo	XP_011266120.1
HILC-125	HsalILC-24751	Hsal	XP_011151940.1
HILC-125	PcanILC-00937	Pcan	XP_014609108.1
HILC-125	PdomILC-06749	Pdom	XP_015177475.1
HILC-125	NvitILC-16375	Nvit	XP_016843306.1
HILC-126	Amh3ILC-10583	Amh3	XP_026299078.1
HILC-126	BterILC-15489	Bter	XP_012175427.1
HILC-126	CfloILC-02291	Cflo	XP_019884700.1
HILC-126	HsalILC-19689	Hsal	XP_011147867.1
HILC-126	PcanILC-09015	Pcan	XP_014607386.1
HILC-126	PdomILC-12823	Pdom	XP_015186545.1
HILC-126	NvitILC-22142	Nvit	XP_001602472.1
HILC-127	Amh3ILC-05695	Amh3	XP_006567848.1
HILC-127	BterILC-03540	Bter	XP_012164222.1
HILC-127	CfloILC-16952	Cflo	XP_011260217.1
HILC-127	HsalILC-07862	Hsal	XP_019696371.1
HILC-127	PcanILC-01838	Pcan	XP_014615620.1
HILC-127	PdomILC-08271	Pdom	XP_015179908.1
HILC-127	NvitILC-17338	Nvit	XP_016843474.1
HILC-128	Amh3ILC-12945	Amh3	XP_391949.4
HILC-128	BterILC-09886	Bter	XP_003400188.1
HILC-128	CfloILC-25761	Cflo	XP_011266858.1
HILC-128	HsalILC-26198	Hsal	XP_011153131.1
HILC-128	PcanILC-00265	Pcan	XP_014598901.1
HILC-128	PdomILC-14279	Pdom	XP_015188757.1
HILC-128	NvitILC-07471	Nvit	XP_016839440.1
HILC-129	Amh3ILC-01026	Amh3	XP_006570169.2
HILC-129	BterILC-05270	Bter	XP_003396804.1
HILC-129	CfloILC-10565	Cflo	XP_011254949.1
HILC-129	HsalILC-16656	Hsal	XP_011145252.1
HILC-129	PcanILC-12288	Pcan	XP_014611973.1
HILC-129	PdomILC-11070	Pdom	XP_015184100.1
HILC-129	NvitILC-01640	Nvit	XP_008210937.1
HILC-130	Amh3ILC-07946	Amh3	XP_026297810.1
HILC-130	BterILC-06021	Bter	XP_012166680.1
HILC-130	CfloILC-07152	Cflo	XP_011252075.1
HILC-130	HsalILC-25634	Hsal	XP_011152686.1
HILC-130	PcanILC-06823	Pcan	XP_014604107.1
HILC-130	PdomILC-09156	Pdom	XP_015181233.1
HILC-130	NvitILC-12343	Nvit	XP_008217566.1
HILC-131	Amh3ILC-15495	Amh3	XP_006561402.1
HILC-131	BterILC-12708	Bter	XP_003402259.1
HILC-131	CfloILC-02865	Cflo	XP_011268301.1
HILC-131	HsalILC-18678	Hsal	XP_011146938.1
HILC-131	PcanILC-05509	Pcan	XP_014602063.1
HILC-131	PdomILC-00339	Pdom	XP_015190809.1
HILC-131	NvitILC-05781	Nvit	XP_008204943.1
HILC-132	Amh3ILC-06023	Amh3	XP_006570261.1
HILC-132	BterILC-09284	Bter	XP_012170320.1
HILC-132	CfloILC-07846	Cflo	XP_011252743.1
HILC-132	HsalILC-13935	Hsal	XP_011142894.1
HILC-132	PcanILC-00847	Pcan	XP_014607401.1
HILC-132	PdomILC-03113	Pdom	XP_015172066.1
HILC-132	NvitILC-08622	Nvit	XP_001605837.1
HILC-133	Amh3ILC-14802	Amh3	XP_026301183.1
HILC-133	BterILC-11159	Bter	XP_020722731.1
HILC-133	CfloILC-06395	Cflo	XP_011251555.1
HILC-133	HsalILC-11526	Hsal	XP_019697403.1
HILC-133	PcanILC-04273	Pcan	XP_014600206.1
HILC-133	PdomILC-06572	Pdom	XP_015177253.1
HILC-133	NvitILC-08948	Nvit	XP_016840918.1
HILC-134	Amh3ILC-09491	Amh3	XP_394812.3
HILC-134	BterILC-06720	Bter	XP_003397888.1
HILC-134	CfloILC-11569	Cflo	XP_011255788.1
HILC-134	HsalILC-14083	Hsal	XP_011143048.1
HILC-134	PcanILC-05921	Pcan	XP_014602694.1
HILC-134	PdomILC-09133	Pdom	XP_015181306.1
HILC-134	NvitILC-10680	Nvit	XP_001607766.2
HILC-135	Amh3ILC-08908	Amh3	XP_026298056.1
HILC-135	BterILC-12029	Bter	XP_003401786.1
HILC-135	CfloILC-02933	Cflo	XP_011268377.1
HILC-135	HsalILC-05042	Hsal	XP_011135170.1
HILC-135	PcanILC-07580	Pcan	XP_014605276.1
HILC-135	PdomILC-01454	Pdom	XP_015190064.1
HILC-135	NvitILC-12790	Nvit	XP_001605450.1
HILC-136	Amh3ILC-07861	Amh3	XP_006569528.1
HILC-136	BterILC-04875	Bter	XP_020719576.1
HILC-136	CfloILC-01335	Cflo	XP_011256214.1
HILC-136	HsalILC-25676	Hsal	XP_011152703.1
HILC-136	PcanILC-06549	Pcan	XP_014603683.1
HILC-136	PdomILC-14732	Pdom	XP_015189281.1
HILC-136	NvitILC-01174	Nvit	XP_016840939.1
HILC-137	Amh3ILC-14939	Amh3	XP_026301343.1
HILC-137	BterILC-11021	Bter	XP_012172145.1
HILC-137	CfloILC-23046	Cflo	XP_011264749.1
HILC-137	HsalILC-03814	Hsal	XP_011154550.1
HILC-137	PcanILC-03540	Pcan	XP_014598914.1
HILC-137	PdomILC-09183	Pdom	XP_015181212.1
HILC-137	NvitILC-18236	Nvit	XP_001603820.2
HILC-138	Amh3ILC-12150	Amh3	XP_026300036.1
HILC-138	BterILC-11696	Bter	XP_003401477.1
HILC-138	CfloILC-09687	Cflo	XP_011254173.1
HILC-138	HsalILC-07709	Hsal	XP_011137278.1
