hiLocus	iLocus	Species	Protein
HILC-66	PcanILC-11527	Pcan	XP_014610995.1
HILC-66	PdtlILC-02883	Pdtl	PdomMRNAr1.2-06575.1
HILC-66	NvitILC-09255	Nvit	NP_001154944.1
HILC-67	Amh3ILC-00709	Amh3	XP_026295232.1
HILC-67	BterILC-05173	Bter	XP_020719531.1
HILC-67	CfloILC-11885	Cflo	XP_011256027.1
HILC-67	HsalILC-04554	Hsal	XP_011155195.1
HILC-67	PcanILC-13151	Pcan	XP_014613114.1
HILC-67	PdtlILC-00504	Pdtl	PdomMRNAr1.2-04554.1
HILC-67	NvitILC-12215	Nvit	XP_003425118.1
HILC-68	Amh3ILC-11088	Amh3	XP_026299833.1
HILC-68	BterILC-04552	Bter	XP_020719706.1
HILC-68	CfloILC-14656	Cflo	XP_011258432.1
HILC-68	HsalILC-20209	Hsal	XP_019699368.1
HILC-68	PcanILC-13717	Pcan	XP_014613872.1
HILC-68	PdtlILC-15578	Pdtl	PdomMRNAr1.2-06471.1
HILC-68	NvitILC-21478	Nvit	XP_016844315.1
HILC-69	Amh3ILC-06199	Amh3	XP_016768215.2
HILC-69	BterILC-04169	Bter	XP_003395895.1
HILC-69	CfloILC-03736	Cflo	XP_011269100.1
HILC-69	HsalILC-24386	Hsal	XP_011151710.1
HILC-69	PcanILC-10614	Pcan	XP_014609867.1
HILC-69	PdtlILC-08861	Pdtl	PdomMRNAr1.2-07573.1
HILC-69	NvitILC-07819	Nvit	XP_016839288.1
HILC-70	Amh3ILC-07224	Amh3	XP_396603.5
HILC-70	BterILC-05825	Bter	XP_012166494.1
HILC-70	CfloILC-15794	Cflo	XP_011259331.1
HILC-70	HsalILC-14729	Hsal	XP_011143629.1
HILC-70	PcanILC-08206	Pcan	XP_014606205.1
HILC-70	PdtlILC-13303	Pdtl	PdomMRNAr1.2-08868.1
HILC-70	NvitILC-06320	Nvit	XP_016839889.1
HILC-71	Amh3ILC-14878	Amh3	XP_026301419.1
HILC-71	BterILC-11081	Bter	XP_020722745.1
HILC-71	CfloILC-05169	Cflo	XP_011250615.1
HILC-71	HsalILC-09269	Hsal	XP_019696801.1
HILC-71	PcanILC-01668	Pcan	XP_014615438.1
HILC-71	PdtlILC-00030	Pdtl	PdomMRNAr1.2-00295.1
HILC-71	NvitILC-10622	Nvit	XP_003426710.1
HILC-72	Amh3ILC-03516	Amh3	XP_016766910.1
HILC-72	BterILC-02276	Bter	XP_012176329.1
HILC-72	CfloILC-13839	Cflo	XP_011257790.1
HILC-72	HsalILC-10970	Hsal	XP_011140255.1
HILC-72	PcanILC-05076	Pcan	XP_014601482.1
HILC-72	PdtlILC-09349	Pdtl	PdomMRNAr1.2-08539.1
HILC-72	NvitILC-16667	Nvit	XP_016843348.1
HILC-73	Amh3ILC-13343	Amh3	XP_006565104.1
HILC-73	BterILC-09992	Bter	XP_012170838.1
HILC-73	CfloILC-13066	Cflo	XP_019883278.1
HILC-73	HsalILC-04676	Hsal	XP_019695747.1
HILC-73	PcanILC-13676	Pcan	XP_014613812.1
HILC-73	PdtlILC-07647	Pdtl	PdomMRNAr1.2-04889.1
HILC-73	NvitILC-23117	Nvit	XP_016844968.1
HILC-74	Amh3ILC-06579	Amh3	XP_395632.3
HILC-74	BterILC-04334	Bter	XP_012164892.1
HILC-74	CfloILC-12470	Cflo	XP_011256723.1
HILC-74	HsalILC-15897	Hsal	XP_011144629.1
HILC-74	PcanILC-12779	Pcan	XP_014612588.1
HILC-74	PdtlILC-14933	Pdtl	PdomMRNAr1.2-02229.1
HILC-74	NvitILC-07851	Nvit	XP_016840073.1
HILC-75	Amh3ILC-11281	Amh3	XP_026299399.1
HILC-75	BterILC-08014	Bter	XP_012168851.1
HILC-75	CfloILC-27218	Cflo	XP_019885274.1
HILC-75	HsalILC-10283	Hsal	XP_011139593.1
HILC-75	PcanILC-02028	Pcan	XP_014615904.1
HILC-75	PdtlILC-04750	Pdtl	PdomMRNAr1.2-10605.1
HILC-75	NvitILC-13043	Nvit	NP_001177866.1
HILC-76	Amh3ILC-14408	Amh3	XP_393409.2
HILC-76	BterILC-11250	Bter	XP_012172763.1
HILC-76	CfloILC-14375	Cflo	XP_011258158.1
HILC-76	HsalILC-17122	Hsal	XP_011145625.1
HILC-76	PcanILC-13817	Pcan	XP_014614014.1
HILC-76	PdtlILC-14138	Pdtl	PdomMRNAr1.2-10371.1
HILC-76	NvitILC-24369	Nvit	XP_001606869.2
HILC-77	Amh3ILC-09055	Amh3	XP_026298465.1
HILC-77	BterILC-11757	Bter	XP_012172894.1
HILC-77	CfloILC-02320	Cflo	XP_011265000.1
HILC-77	HsalILC-00821	Hsal	XP_011137840.1
HILC-77	PcanILC-04713	Pcan	XP_014600976.1
HILC-77	PdtlILC-05821	Pdtl	PdomMRNAr1.2-07203.1
HILC-77	NvitILC-21531	Nvit	XP_008212230.1
HILC-78	Amh3ILC-09207	Amh3	XP_026298688.1
HILC-78	BterILC-06301	Bter	XP_020720395.1
HILC-78	CfloILC-02908	Cflo	XP_011268347.1
HILC-78	HsalILC-07327	Hsal	XP_011136915.1
HILC-78	PcanILC-07801	Pcan	XP_014605533.1
HILC-78	PdtlILC-01865	Pdtl	PdomMRNAr1.2-11284.1
HILC-78	NvitILC-12824	Nvit	XP_016842285.1
HILC-79	Amh3ILC-01026	Amh3	XP_006570169.2
HILC-79	BterILC-05270	Bter	XP_003396804.1
HILC-79	CfloILC-10565	Cflo	XP_011254949.1
HILC-79	HsalILC-16656	Hsal	XP_011145252.1
HILC-79	PcanILC-12288	Pcan	XP_014611973.1
HILC-79	PdtlILC-13461	Pdtl	PdomMRNAr1.2-01603.1
HILC-79	NvitILC-01640	Nvit	XP_008210937.1
HILC-80	Amh3ILC-10302	Amh3	XP_393713.3
HILC-80	BterILC-07510	Bter	XP_003398203.1
HILC-80	CfloILC-14285	Cflo	XP_011258081.1
HILC-80	HsalILC-00174	Hsal	XP_011143888.1
HILC-80	PcanILC-06779	Pcan	XP_014604069.1
HILC-80	PdtlILC-05030	Pdtl	PdomMRNAr1.2-08948.1
HILC-80	NvitILC-14238	Nvit	XP_001603014.1
HILC-81	Amh3ILC-10277	Amh3	XP_026298964.1
HILC-81	BterILC-07487	Bter	XP_012167880.1
HILC-81	CfloILC-07074	Cflo	XP_019882281.1
HILC-81	HsalILC-03692	Hsal	XP_011154462.1
HILC-81	PcanILC-13297	Pcan	XP_014613284.1
HILC-81	PdtlILC-13653	Pdtl	PdomMRNAr1.2-07756.1
HILC-81	NvitILC-04217	Nvit	XP_016837838.1
HILC-82	Amh3ILC-04888	Amh3	XP_026295823.1
HILC-82	BterILC-13087	Bter	XP_012174042.1
HILC-82	CfloILC-06605	Cflo	XP_011251722.1
HILC-82	HsalILC-20323	Hsal	XP_011148423.1
HILC-82	PcanILC-13468	Pcan	XP_014613566.1
HILC-82	PdtlILC-13542	Pdtl	PdomMRNAr1.2-05511.1
HILC-82	NvitILC-08888	Nvit	XP_016840880.1
HILC-83	Amh3ILC-06108	Amh3	XP_026296433.1
HILC-83	BterILC-03466	Bter	XP_020718896.1
HILC-83	CfloILC-01852	Cflo	XP_011260965.1
HILC-83	HsalILC-11940	Hsal	XP_011141091.1
HILC-83	PcanILC-11161	Pcan	XP_014610510.1
HILC-83	PdtlILC-07541	Pdtl	PdomMRNAr1.2-09691.1
HILC-83	NvitILC-04608	Nvit	XP_001600257.1
HILC-84	Amh3ILC-11381	Amh3	XP_396789.2
HILC-84	BterILC-08336	Bter	XP_012169115.1
HILC-84	CfloILC-22241	Cflo	XP_011264040.1
HILC-84	HsalILC-00611	Hsal	XP_011135592.1
HILC-84	PcanILC-11500	Pcan	XP_014610962.1
HILC-84	PdtlILC-12004	Pdtl	PdomMRNAr1.2-00876.1
HILC-84	NvitILC-08228	Nvit	XP_008203379.1
HILC-85	Amh3ILC-14552	Amh3	XP_006560758.1
HILC-85	BterILC-11525	Bter	XP_012172511.1
HILC-85	CfloILC-06383	Cflo	XP_011251542.1
HILC-85	HsalILC-20078	Hsal	XP_019699332.1
HILC-85	PcanILC-04539	Pcan	XP_014600563.1
HILC-85	PdtlILC-09105	Pdtl	PdomMRNAr1.2-08852.1
HILC-85	NvitILC-10746	Nvit	XP_008207483.1
HILC-86	Amh3ILC-05316	Amh3	XP_394547.4
HILC-86	BterILC-03793	Bter	XP_003395483.1
HILC-86	CfloILC-00446	Cflo	XP_011269684.1
HILC-86	HsalILC-06289	Hsal	XP_011136155.1
HILC-86	PcanILC-13306	Pcan	XP_014613334.1
HILC-86	PdtlILC-16785	Pdtl	PdomMRNAr1.2-05050.1
HILC-86	NvitILC-08787	Nvit	XP_016840844.1
HILC-87	Amh3ILC-11908	Amh3	XP_026299400.1
HILC-87	BterILC-08216	Bter	XP_012169300.1
HILC-87	CfloILC-27241	Cflo	XP_011267849.1
HILC-87	HsalILC-10713	Hsal	XP_011140088.1
HILC-87	PcanILC-00902	Pcan	XP_014606981.1
HILC-87	PdtlILC-17235	Pdtl	PdomMRNAr1.2-08531.1
HILC-87	NvitILC-00584	Nvit	NP_001153352.1
HILC-88	Amh3ILC-08272	Amh3	XP_006559672.1
HILC-88	BterILC-05686	Bter	XP_012166331.1
HILC-88	CfloILC-19530	Cflo	XP_011262067.1
HILC-88	HsalILC-00732	Hsal	XP_011136828.1
HILC-88	PcanILC-07424	Pcan	XP_014605059.1
HILC-88	PdtlILC-16525	Pdtl	PdomMRNAr1.2-10048.1
HILC-88	NvitILC-04014	Nvit	XP_003426788.1
HILC-89	Amh3ILC-14472	Amh3	XP_006560153.2
HILC-89	BterILC-11728	Bter	XP_012172317.1
HILC-89	CfloILC-22470	Cflo	XP_011264274.1
HILC-89	HsalILC-19316	Hsal	XP_011147498.1
HILC-89	PcanILC-09947	Pcan	XP_014608873.1
HILC-89	PdtlILC-01291	Pdtl	PdomMRNAr1.2-06716.1
HILC-89	NvitILC-10556	Nvit	XP_016841039.1
HILC-90	Amh3ILC-11044	Amh3	XP_392864.4
HILC-90	BterILC-05129	Bter	XP_012165788.1
HILC-90	CfloILC-20365	Cflo	XP_011262645.1
HILC-90	HsalILC-02229	Hsal	XP_011148240.1
HILC-90	PcanILC-08017	Pcan	XP_014605901.1
HILC-90	PdtlILC-11827	Pdtl	PdomMRNAr1.2-04056.1
HILC-90	NvitILC-06200	Nvit	XP_016839867.1
HILC-91	Amh3ILC-11758	Amh3	XP_026299371.1
HILC-91	BterILC-08555	Bter	XP_012169801.1
HILC-91	CfloILC-10218	Cflo	XP_011254622.1
HILC-91	HsalILC-19573	Hsal	XP_019699150.1
HILC-91	PcanILC-06198	Pcan	XP_014603244.1
HILC-91	PdtlILC-06229	Pdtl	PdomMRNAr1.2-09985.1
HILC-91	NvitILC-23249	Nvit	XP_008217053.1
HILC-92	Amh3ILC-05474	Amh3	XP_006564793.1
HILC-92	BterILC-03940	Bter	XP_012163790.1
HILC-92	CfloILC-13560	Cflo	XP_011257586.1
HILC-92	HsalILC-09618	Hsal	XP_011139048.1
HILC-92	PcanILC-09636	Pcan	XP_014608378.1
HILC-92	PdtlILC-06869	Pdtl	PdomMRNAr1.2-07974.1
HILC-92	NvitILC-09668	Nvit	XP_008205951.1
HILC-93	Amh3ILC-05872	Amh3	XP_395563.4
HILC-93	BterILC-02137	Bter	XP_012176462.1
HILC-93	CfloILC-01783	Cflo	XP_011260384.1
HILC-93	HsalILC-12344	Hsal	XP_011141506.1
HILC-93	PcanILC-02799	Pcan	XP_014597795.1
HILC-93	PdtlILC-12691	Pdtl	PdomMRNAr1.2-00650.1
HILC-93	NvitILC-03677	Nvit	XP_016837216.1
HILC-94	Amh3ILC-13413	Amh3	XP_006568106.1
HILC-94	BterILC-09955	Bter	XP_003400136.1
HILC-94	CfloILC-23646	Cflo	XP_011265325.1
HILC-94	HsalILC-17538	Hsal	XP_019698704.1
HILC-94	PcanILC-04594	Pcan	XP_014600720.1
HILC-94	PdtlILC-03883	Pdtl	PdomMRNAr1.2-01270.1
HILC-94	NvitILC-20473	Nvit	XP_016844182.1
HILC-95	Amh3ILC-05695	Amh3	XP_006567848.1
HILC-95	BterILC-03540	Bter	XP_012164222.1
HILC-95	CfloILC-16952	Cflo	XP_011260217.1
HILC-95	HsalILC-07862	Hsal	XP_019696371.1
HILC-95	PcanILC-01838	Pcan	XP_014615620.1
HILC-95	PdtlILC-10156	Pdtl	PdomMRNAr1.2-02463.1
HILC-95	NvitILC-17338	Nvit	XP_016843474.1
HILC-96	Amh3ILC-07946	Amh3	XP_026297810.1
HILC-96	BterILC-06021	Bter	XP_012166680.1
HILC-96	CfloILC-07152	Cflo	XP_011252075.1
HILC-96	HsalILC-25634	Hsal	XP_011152686.1
HILC-96	PcanILC-06823	Pcan	XP_014604107.1
HILC-96	PdtlILC-11186	Pdtl	PdomMRNAr1.2-09675.1
HILC-96	NvitILC-12343	Nvit	XP_008217566.1
HILC-97	Amh3ILC-09491	Amh3	XP_394812.3
HILC-97	BterILC-06720	Bter	XP_003397888.1
HILC-97	CfloILC-11569	Cflo	XP_011255788.1
HILC-97	HsalILC-14083	Hsal	XP_011143048.1
HILC-97	PcanILC-05921	Pcan	XP_014602694.1
HILC-97	PdtlILC-11158	Pdtl	PdomMRNAr1.2-05016.1
HILC-97	NvitILC-10680	Nvit	XP_001607766.2
HILC-98	Amh3ILC-08908	Amh3	XP_026298056.1
HILC-98	BterILC-12029	Bter	XP_003401786.1
HILC-98	CfloILC-02933	Cflo	XP_011268377.1
HILC-98	HsalILC-05042	Hsal	XP_011135170.1
HILC-98	PcanILC-07580	Pcan	XP_014605276.1
HILC-98	PdtlILC-01804	Pdtl	PdomMRNAr1.2-09465.1
HILC-98	NvitILC-12790	Nvit	XP_001605450.1
HILC-99	Amh3ILC-14939	Amh3	XP_026301343.1
HILC-99	BterILC-11021	Bter	XP_012172145.1
HILC-99	CfloILC-23046	Cflo	XP_011264749.1
HILC-99	HsalILC-03814	Hsal	XP_011154550.1
HILC-99	PcanILC-03540	Pcan	XP_014598914.1
HILC-99	PdtlILC-11222	Pdtl	PdomMRNAr1.2-00110.1
HILC-99	NvitILC-18236	Nvit	XP_001603820.2
HILC-100	Amh3ILC-12150	Amh3	XP_026300036.1
HILC-100	BterILC-11696	Bter	XP_003401477.1
HILC-100	CfloILC-09687	Cflo	XP_011254173.1
HILC-100	HsalILC-07709	Hsal	XP_011137278.1
HILC-100	PcanILC-06263	Pcan	XP_014603163.1
HILC-100	PdtlILC-06292	Pdtl	PdomMRNAr1.2-03956.1
HILC-100	NvitILC-10773	Nvit	XP_008207522.2
HILC-101	Amh3ILC-05597	Amh3	XP_006567927.1
HILC-101	BterILC-03425	Bter	XP_003395809.2
HILC-101	CfloILC-05917	Cflo	XP_011251184.1
HILC-101	HsalILC-10959	Hsal	XP_011140237.1
HILC-101	PcanILC-03821	Pcan	XP_014599347.1
HILC-101	PdtlILC-13796	Pdtl	PdomMRNAr1.2-08769.1
HILC-101	NvitILC-24476	Nvit	XP_001607743.2
HILC-102	Amh3ILC-02327	Amh3	XP_026294812.1
HILC-102	BterILC-00928	Bter	XP_012170064.1
HILC-102	CfloILC-18693	Cflo	XP_011261406.1
HILC-102	HsalILC-03920	Hsal	XP_019701186.1
HILC-102	PcanILC-07862	Pcan	XP_014605732.1
HILC-102	PdtlILC-15963	Pdtl	PdomMRNAr1.2-06396.1
HILC-102	NvitILC-06965	Nvit	XP_016839976.1
HILC-103	Amh3ILC-01202	Amh3	XP_395173.2
HILC-103	BterILC-00311	Bter	XP_003393075.1
HILC-103	CfloILC-09643	Cflo	XP_011254148.1
HILC-103	HsalILC-23474	Hsal	XP_011151107.1
HILC-103	PcanILC-04632	Pcan	XP_014600793.1
HILC-103	PdtlILC-03837	Pdtl	PdomMRNAr1.2-08801.1
HILC-103	NvitILC-10684	Nvit	XP_008207423.1
HILC-104	Amh3ILC-11064	Amh3	XP_006559049.2
HILC-104	BterILC-04577	Bter	XP_012165161.1
HILC-104	CfloILC-21167	Cflo	XP_011263315.1
HILC-104	HsalILC-17280	Hsal	XP_019698655.1
HILC-104	PcanILC-14808	Pcan	XP_014614788.1
HILC-104	PdtlILC-15411	Pdtl	PdomMRNAr1.2-00366.1
HILC-104	NvitILC-03081	Nvit	XP_008215827.1
HILC-105	Amh3ILC-07758	Amh3	XP_006568403.1
HILC-105	BterILC-05368	Bter	XP_003396864.1
HILC-105	CfloILC-13132	Cflo	XP_011257199.1
HILC-105	HsalILC-08669	Hsal	XP_011138092.1
HILC-105	PcanILC-04351	Pcan	XP_014600274.1
HILC-105	PdtlILC-15862	Pdtl	PdomMRNAr1.2-06845.1
HILC-105	NvitILC-20717	Nvit	XP_008211962.1
HILC-106	Amh3ILC-02200	Amh3	XP_003249451.1
HILC-106	BterILC-01017	Bter	XP_003393607.1
HILC-106	CfloILC-24907	Cflo	XP_011266238.1
HILC-106	HsalILC-16762	Hsal	XP_011145321.1
HILC-106	PcanILC-12896	Pcan	XP_014612733.1
HILC-106	PdtlILC-15144	Pdtl	PdomMRNAr1.2-08854.1
HILC-106	NvitILC-06148	Nvit	XP_016839303.1
HILC-107	Amh3ILC-11857	Amh3	XP_006566704.1
HILC-107	BterILC-08261	Bter	XP_012169227.1
HILC-107	CfloILC-24008	Cflo	XP_011265548.1
HILC-107	HsalILC-23402	Hsal	XP_011150999.1
HILC-107	PcanILC-03012	Pcan	XP_014598027.1
HILC-107	PdtlILC-02624	Pdtl	PdomMRNAr1.2-02568.1
HILC-107	NvitILC-08035	Nvit	XP_016839259.1
HILC-108	Amh3ILC-04451	Amh3	XP_623755.3
HILC-108	BterILC-10219	Bter	XP_020722105.1
HILC-108	CfloILC-24383	Cflo	XP_011265921.1
HILC-108	HsalILC-16699	Hsal	XP_011145297.1
HILC-108	PcanILC-06455	Pcan	XP_014603521.1
HILC-108	PdtlILC-11432	Pdtl	PdomMRNAr1.2-00937.1
HILC-108	NvitILC-09913	Nvit	XP_003424936.1
HILC-109	Amh3ILC-07843	Amh3	XP_026297564.1
HILC-109	BterILC-05491	Bter	XP_020719424.1
HILC-109	CfloILC-18826	Cflo	XP_011261452.1
HILC-109	HsalILC-14483	Hsal	XP_019698088.1
HILC-109	PcanILC-01688	Pcan	XP_014615524.1
HILC-109	PdtlILC-09428	Pdtl	PdomMRNAr1.2-00152.1
HILC-109	NvitILC-08689	Nvit	XP_008206483.1
HILC-110	Amh3ILC-06371	Amh3	XP_392558.3
HILC-110	BterILC-04392	Bter	XP_003396100.1
HILC-110	CfloILC-07197	Cflo	XP_011252122.1
HILC-110	HsalILC-19652	Hsal	XP_011147840.1
HILC-110	PcanILC-03387	Pcan	XP_014598628.1
HILC-110	PdtlILC-11912	Pdtl	PdomMRNAr1.2-10220.1
HILC-110	NvitILC-21022	Nvit	XP_001604084.2
HILC-111	Amh3ILC-04944	Amh3	XP_026295887.1
HILC-111	BterILC-03202	Bter	XP_012163272.1
HILC-111	CfloILC-19765	Cflo	XP_011262274.1
HILC-111	HsalILC-03624	Hsal	XP_011154359.1
HILC-111	PcanILC-13891	Pcan	XP_014614132.1
HILC-111	PdtlILC-06004	Pdtl	PdomMRNAr1.2-02535.1
HILC-111	NvitILC-07380	Nvit	XP_001602239.1
HILC-112	Amh3ILC-13280	Amh3	XP_006564112.2
HILC-112	BterILC-09565	Bter	XP_003400022.1
HILC-112	CfloILC-22525	Cflo	XP_011264329.1
HILC-112	HsalILC-20900	Hsal	XP_011148879.1
HILC-112	PcanILC-10910	Pcan	XP_014610239.1
HILC-112	PdtlILC-17405	Pdtl	PdomMRNAr1.2-05098.1
HILC-112	NvitILC-07999	Nvit	XP_001601788.1
HILC-113	Amh3ILC-11915	Amh3	XP_016770290.2
HILC-113	BterILC-08209	Bter	XP_003399090.1
HILC-113	CfloILC-03689	Cflo	XP_011269025.1
HILC-113	HsalILC-13044	Hsal	XP_011142056.1
HILC-113	PcanILC-09295	Pcan	XP_014607830.1
HILC-113	PdtlILC-13116	Pdtl	PdomMRNAr1.2-07438.1
HILC-113	NvitILC-19417	Nvit	XP_001604350.2
HILC-114	Amh3ILC-03334	Amh3	XP_394446.4
HILC-114	BterILC-01754	Bter	XP_012176164.1
HILC-114	CfloILC-01734	Cflo	XP_011259580.1
HILC-114	HsalILC-03825	Hsal	XP_011154573.1
HILC-114	PcanILC-09459	Pcan	XP_014608133.1
HILC-114	PdtlILC-11009	Pdtl	PdomMRNAr1.2-00346.1
HILC-114	NvitILC-04162	Nvit	XP_016837156.1
HILC-115	Amh3ILC-09660	Amh3	XP_006561912.1
HILC-115	BterILC-06637	Bter	XP_020720082.1
HILC-115	CfloILC-20922	Cflo	XP_011263114.1
HILC-115	HsalILC-10784	Hsal	XP_011140154.1
HILC-115	PcanILC-06384	Pcan	XP_014603451.1
HILC-115	PdtlILC-09683	Pdtl	PdomMRNAr1.2-09677.1
HILC-115	NvitILC-01752	Nvit	NP_001122407.2
HILC-116	Amh3ILC-03730	Amh3	NP_001012980.1
HILC-116	BterILC-02369	Bter	XP_003394584.1
HILC-116	CfloILC-10155	Cflo	XP_011254576.1
HILC-116	HsalILC-10197	Hsal	XP_011139508.1
HILC-116	PcanILC-01547	Pcan	XP_014615181.1
HILC-116	PdtlILC-15300	Pdtl	PdomMRNAr1.2-11900.1
HILC-116	NvitILC-13838	Nvit	NP_001161704.1
HILC-117	Amh3ILC-07580	Amh3	XP_026297383.1
HILC-117	BterILC-15191	Bter	XP_012175233.1
HILC-117	CfloILC-13671	Cflo	XP_011257668.1
HILC-117	HsalILC-24880	Hsal	XP_011152046.1
HILC-117	PcanILC-06433	Pcan	XP_014603519.1
HILC-117	PdtlILC-11456	Pdtl	PdomMRNAr1.2-06554.1
HILC-117	NvitILC-19035	Nvit	XP_016843952.1
HILC-118	Amh3ILC-07859	Amh3	XP_396270.5
HILC-118	BterILC-04874	Bter	XP_012165510.1
HILC-118	CfloILC-01337	Cflo	XP_011256228.1
HILC-118	HsalILC-25677	Hsal	XP_011152708.1
HILC-118	PcanILC-06550	Pcan	XP_014603698.1
HILC-118	PdtlILC-17866	Pdtl	PdomMRNAr1.2-10437.1
HILC-118	NvitILC-01173	Nvit	XP_001605180.1
HILC-119	Amh3ILC-05373	Amh3	XP_006562156.1
HILC-119	BterILC-03895	Bter	XP_003395416.3
HILC-119	CfloILC-00026	Cflo	XP_011268529.1
HILC-119	HsalILC-23356	Hsal	XP_011150925.1
HILC-119	PcanILC-10639	Pcan	XP_014609822.1
HILC-119	PdtlILC-08892	Pdtl	PdomMRNAr1.2-04248.1
HILC-119	NvitILC-09202	Nvit	XP_008211734.1
HILC-120	Amh3ILC-08559	Amh3	XP_006564566.2
HILC-120	BterILC-11848	Bter	XP_012172996.1
HILC-120	CfloILC-22757	Cflo	XP_011264491.1
HILC-120	HsalILC-21304	Hsal	XP_011149256.2
HILC-120	PcanILC-03436	Pcan	XP_014598693.1
HILC-120	PdtlILC-07805	Pdtl	PdomMRNAr1.2-02045.1
HILC-120	NvitILC-02889	Nvit	XP_008215636.1
HILC-121	Amh3ILC-01480	Amh3	XP_006571326.2
HILC-121	BterILC-00381	Bter	XP_020722300.1
HILC-121	CfloILC-19866	Cflo	XP_011262349.1
HILC-121	HsalILC-18929	Hsal	XP_011147142.1
HILC-121	PcanILC-03218	Pcan	XP_014598452.1
HILC-121	PdtlILC-07205	Pdtl	PdomMRNAr1.2-11799.1
HILC-121	NvitILC-06505	Nvit	XP_008210338.1
HILC-122	Amh3ILC-05953	Amh3	XP_026296801.1
HILC-122	BterILC-12272	Bter	XP_012173521.1
HILC-122	CfloILC-04492	Cflo	XP_011269701.1
HILC-122	HsalILC-21381	Hsal	XP_011149341.2
HILC-122	PcanILC-01326	Pcan	XP_014614207.1
HILC-122	PdtlILC-02299	Pdtl	PdomMRNAr1.2-05104.1
HILC-122	NvitILC-03688	Nvit	XP_001607590.1
HILC-123	Amh3ILC-11893	Amh3	XP_393330.3
HILC-123	BterILC-08230	Bter	XP_003399071.1
HILC-123	CfloILC-03616	Cflo	XP_011268934.1
HILC-123	HsalILC-08850	Hsal	XP_011138294.1
HILC-123	PcanILC-12017	Pcan	XP_014611633.1
HILC-123	PdtlILC-15812	Pdtl	PdomMRNAr1.2-06656.1
HILC-123	NvitILC-10211	Nvit	XP_003426577.1
HILC-124	Amh3ILC-12617	Amh3	XP_016771099.2
HILC-124	BterILC-09326	Bter	XP_003399724.1
HILC-124	CfloILC-26631	Cflo	XP_011267439.1
HILC-124	HsalILC-18860	Hsal	XP_011147081.1
HILC-124	PcanILC-02858	Pcan	XP_014597815.1
HILC-124	PdtlILC-11982	Pdtl	PdomMRNAr1.2-11776.1
HILC-124	NvitILC-04391	Nvit	XP_016838421.1
HILC-125	Amh3ILC-14988	Amh3	XP_026301126.1
HILC-125	BterILC-10909	Bter	XP_003400971.1
HILC-125	CfloILC-17150	Cflo	XP_011260441.1
HILC-125	HsalILC-26227	Hsal	XP_011153171.1
HILC-125	PcanILC-11093	Pcan	XP_014610445.1
HILC-125	PdtlILC-14125	Pdtl	PdomMRNAr1.2-06351.1
HILC-125	NvitILC-00023	Nvit	XP_001602104.1
HILC-126	Amh3ILC-05646	Amh3	XP_026296564.1
HILC-126	BterILC-03385	Bter	XP_012164389.1
HILC-126	CfloILC-04506	Cflo	XP_011269711.1
HILC-126	HsalILC-14080	Hsal	XP_011143042.1
HILC-126	PcanILC-09077	Pcan	XP_014607504.1
HILC-126	PdtlILC-06692	Pdtl	PdomMRNAr1.2-07572.1
HILC-126	NvitILC-03868	Nvit	XP_008214389.1
HILC-127	Amh3ILC-07260	Amh3	XP_006559209.1
HILC-127	BterILC-05790	Bter	XP_020719826.1
HILC-127	CfloILC-21967	Cflo	XP_019884555.1
HILC-127	HsalILC-19088	Hsal	XP_011147311.1
HILC-127	PcanILC-13170	Pcan	XP_014613137.1
HILC-127	PdtlILC-17307	Pdtl	PdomMRNAr1.2-10415.1
HILC-127	NvitILC-23102	Nvit	XP_008216905.1
HILC-128	Amh3ILC-05793	Amh3	XP_026296843.1
HILC-128	BterILC-03776	Bter	XP_003395470.1
HILC-128	CfloILC-17230	Cflo	XP_011260509.1
HILC-128	HsalILC-17228	Hsal	XP_011145704.1
HILC-128	PcanILC-02688	Pcan	XP_014616828.1
HILC-128	PdtlILC-16406	Pdtl	PdomMRNAr1.2-04824.1
HILC-128	NvitILC-24574	Nvit	XP_016845222.1
HILC-129	Amh3ILC-12561	Amh3	XP_026300177.1
HILC-129	BterILC-09160	Bter	XP_003399867.1
HILC-129	CfloILC-25411	Cflo	XP_019885035.1
HILC-129	HsalILC-06431	Hsal	XP_011136310.1
HILC-129	PcanILC-09470	Pcan	XP_014608186.1
HILC-129	PdtlILC-11053	Pdtl	PdomMRNAr1.2-02112.1
HILC-129	NvitILC-01483	Nvit	XP_016841595.1
HILC-130	Amh3ILC-04837	Amh3	XP_006567242.1
HILC-130	BterILC-03228	Bter	XP_012163240.1
HILC-130	CfloILC-17042	Cflo	XP_011260282.1
HILC-130	HsalILC-15986	Hsal	XP_011144665.1
HILC-130	PcanILC-10771	Pcan	XP_014610033.1
HILC-130	PdtlILC-00822	Pdtl	PdomMRNAr1.2-02605.1
HILC-130	NvitILC-05449	Nvit	XP_008204325.1
HILC-131	Amh3ILC-15243	Amh3	XP_006557827.2
HILC-131	BterILC-12417	Bter	XP_003402205.1
HILC-131	CfloILC-17752	Cflo	XP_011260908.1
HILC-131	HsalILC-08000	Hsal	XP_019696411.1
HILC-131	PcanILC-06626	Pcan	XP_014603819.1
HILC-131	PdtlILC-12513	Pdtl	PdomMRNAr1.2-02065.1
HILC-131	NvitILC-11584	Nvit	XP_001599427.2
HILC-132	Amh3ILC-10191	Amh3	XP_006562951.1
